altruism,concentration,lambda,misclick,total_population,global_blue_fraction,blue_wins,world_death_rate,world_deaths,china_share_of_toll,critical_trust_uniform_world,world_critical_altruism
0.28,7.0,1.0,0.0,6991900000,0.05141530452856179,False,0.05141530452856179,359490668,0.8935720780333561,0.7763191959048642,
